id,name,type,mana_cost,attack,max_hp,keywords,description
"20240","cards.faction_2_spell_cobra_strike_name","Spell","4","","","","cards.faction_2_spell_cobra_strike_desc"
"20241","cards.faction_2_spell_obscuring_blow_name","Spell","1","","","ModifierBackstab","cards.faction_2_spell_obscuring_blow_desc"
"20242","cards.faction_3_spell_divine_spark_name","Spell","3","","","","cards.faction_3_spell_divine_spark_desc"
"20243","cards.faction_4_spell_punish_name","Spell","2","","","","cards.faction_4_spell_punish_desc"
"20244","cards.faction_3_spell_autarchs_gifts_name","Spell","6","","","","cards.faction_3_spell_autarchs_gifts_desc"
"20245","cards.faction_5_spell_valknus_seal_name","Spell","4","","","ModifierTokenCreator","cards.faction_5_spell_valknus_seal_desc"
"20246","cards.faction_3_spell_stone_to_spears_name","Spell","1","","","","cards.faction_3_spell_stone_to_spears_desc"
"20247","cards.faction_1_spell_tempest_name","Spell","2","","","","cards.faction_1_spell_tempest_description"
"20248","cards.faction_2_spell_phoenix_fire_name","Spell","2","","","","cards.faction_2_spell_phoenix_fire_description"
"20249","cards.faction_1_spell_life_coil_name","Spell","3","","","","cards.faction_1_spell_life_coil_desc"
"20250","cards.neutral_lesson_of_power_name","Spell","1","","","","cards.neutral_lesson_of_power_desc"
"20251","cards.neutral_lesson_of_courage_name","Spell","1","","","","cards.neutral_lesson_of_courage_desc"
"20252","cards.neutral_lesson_of_wisdom_name","Spell","1","","","","cards.neutral_lesson_of_wisdom_desc"
"20253","Spawn Neutral Entity","Spell","0","","","","Spawn an entity."
"20254","cards.faction_3_spell_blood_of_air_name","Spell","5","","","ModifierTokenCreator","cards.faction_3_spell_blood_of_air_desc"
"20255","cards.faction_3_spell_arid_unmaking_name","Spell","1","","","ModifierSandPortal","cards.faction_3_spell_arid_unmaking_desc"
"20256","cards.faction_2_spell_joseki_name","Spell","1","","","","cards.faction_2_spell_joseki_desc"
"20257","cards.faction_4_spell_blood_echoes_name","Spell","3","","","","cards.faction_4_spell_blood_echoes_desc"
"20258","cards.faction_5_spell_cascading_rebirth_name","Spell","2","","","","cards.faction_5_spell_cascading_rebirth_desc"
"20259","cards.faction_5_spell_cascading_rebirth_name","Spell","0","","","","cards.faction_5_spell_cascading_rebirth_desc"
"20260","Fight!","Spell","0","","","","Choose a minion to fight."
"20261","cards.faction_6_spell_mana_deathgrip_name","Spell","2","","","","cards.faction_6_spell_mana_deathgrip_desc"
"20262","cards.faction_3_spell_cataclysmic_fault_name","Spell","6","","","ModifierSandPortal|ModifierTokenCreator","cards.faction_3_spell_cataclysmic_fault_desc"
"20263","Bounce Minion Spawn Entity","Spell","0","","","","Return a minion its action bar. Summon an entity on that space."
"20264","cards.faction_4_spell_doom_name","Spell","9","","","","cards.faction_4_spell_doom_desc"
"20265","cards.faction_3_spell_reassemble_name","Spell","2","","","","cards.faction_3_spell_reassemble_desc"
"20266","cards.faction_6_spell_glacial_fissure_name","Spell","3","","","","cards.faction_6_spell_glacial_fissure_desc"
"20267","cards.faction_2_spell_twilight_reiki_name","Spell","5","","","","cards.faction_2_spell_twilight_reiki_desc"
"20268","cards.faction_5_spell_primal_ballast_name","Spell","2","","","","cards.faction_5_spell_primal_ballast_desc"
"20269","cards.faction_4_spell_nethermeld_name","Spell","1","","","ModifierStackingShadows","cards.faction_4_spell_nethermeld_desc"
"20270","Teleport To Shadow Creep","Spell","0","","","","Move target to any unoccupied friendly Shadow Creep."
"20271","cards.faction_4_spell_choking_tendrils_name","Spell","2","","","ModifierStackingShadows","cards.faction_4_spell_choking_tendrils_desc"
"20272","cards.faction_4_spell_inkling_surge_name","Spell","1","","","ModifierTokenCreator","cards.faction_4_spell_inkling_surge_desc"
"20273","cards.faction_4_spell_shadowstalk_name","Spell","2","","","ModifierTokenCreator","cards.faction_4_spell_shadowstalk_desc"
"20274","cards.faction_1_spell_empyreal_congregation_name","Spell","3","","","","cards.faction_1_spell_empyreal_congregation_desc"
"20275","cards.faction_2_spell_gotatsu_name","Spell","1","","","","cards.faction_2_spell_gotatsu_desc"
"20276","cards.faction_6_spell_luminous_charge_name","Spell","5","","","ModifierDyingWish|ModifierTokenCreator","cards.faction_6_spell_luminous_charge_desc"
"20277","Clone Self","Spell","0","","","","Clone self into a nearby space."
"20278","cards.neutral_boulder_hurl_name","Spell","0","","","","cards.neutral_boulder_hurl_desc"
"20279","cards.faction_2_spell_bombard_name","Spell","5","","","ModifierRanged","cards.faction_2_spell_bombard_desc"
"20280","cards.faction_1_spell_sanctify_name","Spell","1","","","ModifierHallowedGround","cards.faction_1_spell_sanctify_desc"
"20281","cards.faction_1_spell_channeled_breath_name","Spell","2","","","","cards.faction_1_spell_channeled_breath_desc"
"20282","cards.faction_1_spell_aperions_claim_name","Spell","7","","","ModifierHallowedGround","cards.faction_1_spell_aperions_claim_desc"
"20283","cards.faction_2_spell_flicker_name","Spell","3","","","","cards.faction_2_spell_flicker_desc"
"20284","cards.faction_4_spell_corporeal_cadence_name","Spell","5","","","","cards.faction_4_spell_corporeal_cadence_desc"
"20285","cards.faction_1_spell_vale_ascension_name","Spell","2","","","ModifierHallowedGround","cards.faction_1_spell_vale_ascension_desc"
"20286","cards.faction_3_spell_azure_summoning_name","Spell","1","","","ModifierFlying","cards.faction_3_spell_azure_summoning_desc"
"20287","cards.faction_1_spell_fortified_assault_name","Spell","1","","","ModifierHallowedGround","cards.faction_1_spell_fortified_assault_desc"
"20288","cards.faction_5_spell_vaaths_brutality_name","Spell","2","","","ModifierStun","cards.faction_5_spell_vaaths_brutality_desc"
"20289","cards.faction_6_spell_vespyrian_might_name","Spell","5","","","","cards.faction_6_spell_vespyrian_might_desc"
"20290","cards.faction_2_spell_firestorm_mantra_name","Spell","6","","","","cards.faction_2_spell_firestorm_mantra_desc"
"20291","cards.faction_5_spell_endure_the_beastlands_name","Spell","3","","","ModifierPrimalTile","cards.faction_5_spell_endure_the_beastlands_desc"
"20292","cards.faction_5_spell_evolutionary_apex_name","Spell","7","","","","cards.faction_5_spell_evolutionary_apex_desc"
"20293","cards.faction_6_spell_flawless_reflection_name","Spell","7","","","","cards.faction_6_spell_flawless_reflection_desc"
"20294","cards.faction_2_spell_spiral_counter_name","Spell","1","","","","cards.faction_2_spell_spiral_counter_desc"
"20295","cards.faction_6_spell_icebreak_ambush_name","Spell","6","","","ModifierInfiltrate","cards.faction_6_spell_icebreak_ambush_desc"
"20296","cards.faction_5_spell_verdant_fulmination_name","Spell","3","","","ModifierPrimalTile","cards.faction_5_spell_verdant_fulmination_desc"
"20297","cards.faction_5_spell_blood_rage_name","Spell","4","","","","cards.faction_5_spell_blood_rage_desc"
"20298","cards.faction_6_spell_blinding_snowstorm_name","Spell","4","","","","cards.faction_6_spell_blinding_snowstorm_desc"
"20299","cards.faction_3_spell_superior_mirage_name","Spell","5","","","","cards.faction_3_spell_superior_mirage_desc"
"20300","cards.faction_3_spell_droplift_name","Spell","1","","","","cards.faction_3_spell_droplift_desc"
"20301","cards.faction_1_spell_conscript_name","Spell","1","","","ModifierBanding|ModifierProvoke","cards.faction_1_spell_conscript_desc"
"20302","cards.faction_2_spell_petal_flurry_name","Spell","1","","","","cards.faction_2_spell_petal_flurry_desc"
"20303","cards.faction_4_spell_malice_name","Spell","1","","","","cards.faction_4_spell_malice_desc"
"20304","cards.faction_3_spell_decension_name","Spell","1","","","","cards.faction_3_spell_decension_desc"
"20305","cards.faction_5_spell_propogate_rage_name","Spell","1","","","","cards.faction_5_spell_propogate_rage_desc"
"20306","cards.faction_6_spell_crystallize_name","Spell","1","","","ModifierStun","cards.faction_6_spell_crystallize_desc"
"20307","cards.faction_2_spell_murasame_name","Spell","1","","","","cards.faction_2_spell_murasame_desc"
"20308","cards.faction_2_spell_kiyomori_name","Spell","1","","","","cards.faction_2_spell_kiyomori_desc"
"20309","cards.faction_2_spell_tanahashi_name","Spell","1","","","","cards.faction_2_spell_tanahashi_desc"
"20310","cards.faction_2_spell_kotetsu_name","Spell","1","","","ModifierBackstab","cards.faction_2_spell_kotetsu_desc"
"20311","Malice","Spell","3","","","","Destroy a friendly minion to summon 4/4 Husks equal to its Attack nearby."
"20312","cards.faction_5_spell_embryotic_insight_name","Spell","2","","","","cards.faction_5_spell_embryotic_insight_desc"
"20313","cards.faction_3_spell_kinematic_projection_name","Spell","1","","","","cards.faction_3_spell_kinematic_projection_desc"
"20314","cards.faction_2_spell_thunderbomb_name","Spell","3","","","","cards.faction_2_spell_thunderbomb_desc"
"20315","Bolster","Spell","2","","","ModifierIntensify","Intensify: Give friendly minions +2 Health."
"20316","cards.faction_1_spell_steadfast_formation_name","Spell","0","","","ModifierProvoke","cards.faction_1_spell_steadfast_formation_desc"
"20317","cards.faction_1_spell_fealty_name","Spell","3","","","","cards.faction_1_spell_fealty_desc"
"20318","cards.faction_1_spell_call_to_arms_name","Spell","7","","","","cards.faction_1_spell_call_to_arms_desc"
"20319","cards.faction_5_spell_pupabomb_name","Spell","4","","","","cards.faction_5_spell_pupabomb_desc"
"20320","cards.faction_1_spell_sunstrike_name","Spell","4","","","","cards.faction_1_spell_sunstrike_desc"
"20321","cards.faction_4_spell_infest_name","Spell","3","","","","cards.faction_4_spell_infest_desc"
"20322","cards.faction_3_spell_monolithic_vision_name","Spell","9","","","","cards.faction_3_spell_monolithic_vision_desc"
"20323","cards.faction_2_spell_assassination_protocol_name","Spell","1","","","","cards.faction_2_spell_assassination_protocol_desc"
"20324","cards.faction_6_spell_aspect_of_the_bear_name","Spell","2","","","ModifierTokenCreator","cards.faction_6_spell_aspect_of_the_bear_desc"
"20325","cards.faction_1_spell_invincible_name","Spell","4","","","","cards.faction_1_spell_invincible_desc"
"20326","cards.faction_2_spell_seeker_squad_name","Spell","5","","","","cards.faction_2_spell_seeker_squad_desc"
"20327","cards.faction_2_spell_bamboozle_name","Spell","3","","","ModifierTokenCreator","cards.faction_2_spell_bamboozle_desc"
"20328","cards.faction_2_spell_substitution_name","Spell","3","","","","cards.faction_2_spell_substitution_desc"
"20329","cards.faction_6_spell_essence_sculpt_name","Spell","0","","","ModifierStunned","cards.faction_6_spell_essence_sculpt_desc"
"20330","cards.faction_6_spell_wintertide_name","Spell","4","","","ModifierTokenCreator","cards.faction_6_spell_wintertide_desc"
"20331","cards.faction_4_spell_betrayal_name","Spell","6","","","","cards.faction_4_spell_betrayal_desc"
"20332","cards.faction_1_spell_dauntless_advance_name","Spell","2","","","","cards.faction_1_spell_dauntless_advance_desc"
"20333","cards.faction_4_spell_deathmark_name","Spell","2","","","","cards.faction_4_spell_deathmark_desc"
"20334","cards.faction_4_spell_vellumscry_name","Spell","4","","","","cards.faction_4_spell_vellumscry_desc"
"20335","cards.faction_3_spell_burden_of_knowledge_name","Spell","0","","","","cards.faction_3_spell_burden_of_knowledge_desc"
"20336","cards.faction_3_spell_equality_constraint_name","Spell","1","","","","cards.faction_3_spell_equality_constraint_desc"
"20337","cards.faction_6_spell_shatter_name","Spell","2","","","ModifierStunned","cards.faction_6_spell_shatter_desc"
"20338","cards.faction_5_spell_upper_hand_name","Spell","3","","","","cards.faction_5_spell_upper_hand_desc"
"20339","cards.faction_5_spell_saurian_finality_name","Spell","8","","","ModifierStun","cards.faction_5_spell_saurian_finality_desc"
"20340","cards.faction_4_spell_horrific_visage_name","Spell","3","","","","cards.faction_4_spell_horrific_visage_desc"
"20341","cards.faction_2_spell_mass_flight_name","Spell","2","","","","cards.faction_2_spell_mass_flight_desc"
"20342","cards.faction_3_spell_lost_in_the_desert_name","Spell","4","","","","cards.faction_3_spell_lost_in_the_desert_desc"
"20343","cards.faction_6_spell_auroraboros_name","Spell","5","","","ModifierDyingWish","cards.faction_6_spell_auroraboros_desc"
"20344","cards.faction_5_spell_homeostatic_rebuke_name","Spell","4","","","","cards.faction_5_spell_homeostatic_rebuke_desc"
"20345","cards.neutral_forge_artifact_name","Spell","0","","","","cards.neutral_forge_artifact_desc"
"20346","cards.faction_5_spell_effulgent_infusion_name","Spell","3","","","","cards.faction_5_spell_effulgent_infusion_desc"
"20347","cards.faction_6_spell_crystalline_reinforcement_name","Spell","3","","","","cards.faction_6_spell_crystalline_reinforcement_desc"
"20348","cards.faction_4_spell_abhorrent_unbirth_name","Spell","3","","","ModifierTokenCreator","cards.faction_4_spell_abhorrent_unbirth_desc"
"20349","cards.faction_2_spell_mechaz0r_progress_name","Spell","0","","","","cards.faction_2_spell_mechaz0r_progress_desc"
"20350","cards.faction_3_spell_neurolink_name","Spell","2","","","","cards.faction_3_spell_neurolink_desc"
"20351","Festive Spirit","Spell","0","","","","Snowchasers are on their way with Frostfire gifts!"
"20352","Lesser Waterball","Spell","1","","","","Deal 4 damage to an enemy minion."
"20353","Shuffle 3 copies of a minion into your deck","Spell","0","","","",""
"20354","Knucklestorm","Spell","1","","","ModifierIntensify","Intensify: Deal 1 damage to an enemy."
"20355","Meditate","Spell","0","","","","Shuffle five copies of the spell you cast most recently into your deck (excluding Meditate)."
"20356","Painful Pluck","Spell","1","","","ModifierStackingShadows|ModifierIntensify","Intensify: Turn 1 random space into Shadow Creep, prioritizing spaces under enemy minions."
"20357","Accumulonimbus","Spell","5","","","ModifierTokenCreator|ModifierIntensify","Intensify: Summon 2 Wind Dervishes nearby your General."
"20358","Invigoration","Spell","2","","","ModifierIntensify","Intensify: Restore 3 Health to your General."
"20359","Ice Age","Spell","8","","","ModifierTokenCreator","Summon Blazing Spines along the outside of the battlefield."
"20360","Divine Liturgy","Spell","6","","","","Give all friendly minions +Attack equal to their Health."
"20361","Lifestream","Spell","1","","","","Fully heal a friendly minion, then draw a copy of it from your deck."
"20362","Wither","Spell","3","","","","An enemy minion disappears at the start of your next turn."
